"","Name","Class","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"238","Ziggs","Mage","ADC","D",35.28,"-3.69",0.5196,0.3203,0.0074,0.0023,2.6,"13_1"
"239","Ziggs","Mage","SUPPORT","D",27.09,"-5.34",0.4747,0.1202,0.0032,0.0027,2.04,"13_1"
"240","Zilean","Support","MID","A",51.52,"-3.47",0.5333,0.1552,0.0049,0.014,3.59,"13_1"
"241","Zilean","Support","SUPPORT","A",48.35,"-2.49",0.5095,0.7972,0.0267,0.014,3.11,"13_1"
"242","Zoe","Mage","MID","A",48.46,"2.43",0.4914,0.8785,0.0345,0.0145,2.6,"13_1"
"243","Zoe","Mage","SUPPORT","D",28.33,"-3.55",0.4773,0.1003,0.0037,0.0145,2.14,"13_1"
"244","Zyra","Mage","SUPPORT","A",47.97,"-4.48",0.5113,0.9123,0.0367,0.0194,2.19,"13_1"
"245","Aatrox","Fighter","TOP","A",53.65,"0",0.4817,0.9275,0.0514,0.066,1.85,"13_3"
"246","Ahri","Mage","MID","S",55.93,"0",0.4989,0.9041,0.0901,0.0254,2.61,"13_3"
"247","Akali","Assassin","MID","A",50.75,"0",0.4829,0.7188,0.0691,0.1101,2.36,"13_3"
"248","Akali","Assassin","TOP","C",40.63,"0",0.4595,0.2715,0.0254,0.1101,1.99,"13_3"
"249","Akshan","Marksman","MID","A",50.47,"0",0.5167,0.6515,0.0248,0.0347,2.27,"13_3"
"250","Akshan","Marksman","TOP","B",44.88,"0",0.5137,0.2604,0.0099,0.0347,1.99,"13_3"
"251","Alistar","Tank","SUPPORT","B",47.31,"0",0.495,0.8158,0.037,0.0088,2.44,"13_3"
"252","Alistar","Tank","TOP","D",25.48,"0",0.4253,0.1193,0.0052,0.0088,1.99,"13_3"
"253","Amumu","Tank","JUNGLE","S",60.24,"0",0.5197,0.5891,0.0516,0.0803,2.69,"13_3"
"254","Amumu","Tank","SUPPORT","A",48.88,"0",0.5187,0.4021,0.0307,0.0803,2.11,"13_3"
"255","Anivia","Mage","MID","S",55.34,"0",0.5219,0.8419,0.0325,0.0463,3.01,"13_3"
"256","Anivia","Mage","SUPPORT","D",34.07,"0",0.4873,0.1048,0.0034,0.0459,2.25,"13_3"
"257","Annie","Mage","SUPPORT","God",75.81,"0",0.5549,0.4957,0.0679,0.1744,2.74,"13_3"
"258","Annie","Mage","MID","S",60.95,"0",0.5429,0.4701,0.0594,0.1744,2.59,"13_3"
"259","Aphelios","Marksman","ADC","D",29.5,"0",0.4768,0.9653,0.0358,0.0051,1.93,"13_3"
"260","Ashe","Marksman","SUPPORT","God",81.99,"0",0.502,0.6711,0.1183,0.1461,2.39,"13_3"
"261","Ashe","Marksman","ADC","B",45.2,"0",0.5014,0.309,0.0556,0.1461,2.4,"13_3"
"262","Aurelion Sol","Mage","MID","God",92.92,"0",0.5116,0.8174,0.2106,0.5138,2.54,"13_3"
"263","Azir","Mage","MID","C",38.64,"0",0.4504,0.9112,0.0253,0.0052,2.04,"13_3"
"264","Bard","Support","SUPPORT","B",43.91,"0",0.4862,0.9675,0.0255,0.0035,2.86,"13_3"
"265","Bel'Veth","Fighter","JUNGLE","B",44.11,"0",0.4951,0.9101,0.035,0.0609,2.3,"13_3"
"266","Blitzcrank","Tank","SUPPORT","S",66.47,"0",0.5131,0.9726,0.0715,0.1705,2.43,"13_3"
"267","Brand","Mage","SUPPORT","B",43.96,"0",0.5024,0.7571,0.0305,0.036,1.81,"13_3"
"268","Brand","Mage","MID","C",43.62,"0",0.4944,0.1679,0.0056,0.036,2,"13_3"
"269","Braum","Support","SUPPORT","A",49.06,"0",0.5163,0.9865,0.0242,0.0033,2.83,"13_3"
"270","Caitlyn","Marksman","ADC","God",92.85,"0",0.4991,0.9392,0.2158,0.2106,2.28,"13_3"
"271","Camille","Fighter","TOP","S",58.85,"0",0.5048,0.9428,0.0535,0.0234,1.96,"13_3"
"272","Cassiopeia","Mage","MID","A",51.34,"0",0.5226,0.7879,0.024,0.0168,2.29,"13_3"
"273","Cassiopeia","Mage","TOP","C",42.13,"0",0.5114,0.1272,0.0045,0.0168,1.95,"13_3"
"274","Cho'Gath","Tank","MID","B",45.06,"0",0.4941,0.1904,0.0044,0.0057,2.38,"13_3"
"275","Cho'Gath","Tank","TOP","C",42.16,"0",0.4833,0.688,0.0188,0.0057,2.03,"13_3"
"276","Corki","Marksman","MID","B",43.91,"0",0.4874,0.8843,0.0086,0.0013,2.27,"13_3"
"277","Darius","Fighter","TOP","God",77.52,"0",0.4937,0.947,0.0905,0.2128,1.83,"13_3"
"278","Diana","Fighter","JUNGLE","S",55.12,"0",0.5077,0.7005,0.0513,0.0368,2.5,"13_3"
"279","Diana","Fighter","MID","B",48.03,"0",0.5074,0.2767,0.0206,0.0368,2.16,"13_3"
"280","Dr. Mundo","Marksman","TOP","A",53.57,"0",0.5249,0.8761,0.0284,0.0391,1.91,"13_3"
"281","Draven","Fighter","ADC","A",49.12,"0",0.4966,0.9591,0.0717,0.2151,2.11,"13_3"
"282","Ekko","Assassin","JUNGLE","S",62.04,"0",0.5036,0.7173,0.0642,0.0539,2.72,"13_3"
"283","Ekko","Assassin","MID","B",47.56,"0",0.4983,0.2568,0.0229,0.0539,2.33,"13_3"
"284","Elise","Mage","JUNGLE","God",75.59,"0",0.5181,0.9735,0.0664,0.1879,2.82,"13_3"
"285","Evelynn","Assassin","JUNGLE","A",52.09,"0",0.4982,0.9742,0.0423,0.0745,2.91,"13_3"
"286","Ezreal","Marksman","ADC","God",70.56,"0",0.4874,0.9482,0.1804,0.0324,2.4,"13_3"
"287","Fiddlesticks","Mage","JUNGLE","B",47.56,"0",0.5034,0.8198,0.0345,0.0281,2.72,"13_3"
"288","Fiddlesticks","Mage","SUPPORT","D",31.72,"0",0.4811,0.1241,0.0035,0.0281,2,"13_3"
"289","Fiora","Fighter","TOP","God",67.08,"0",0.5066,0.9755,0.0671,0.1602,1.72,"13_3"
"290","Fizz","Assassin","MID","A",48.85,"0",0.4991,0.9427,0.0296,0.0331,2.44,"13_3"
"291","Galio","Tank","MID","A",48.73,"0",0.4993,0.7998,0.0194,0.0031,2.68,"13_3"
"292","Galio","Tank","SUPPORT","C",37.96,"0",0.506,0.1666,0.0037,0.0032,2.31,"13_3"
"293","Gangplank","Fighter","TOP","God",75.66,"0",0.5029,0.8113,0.0891,0.1315,1.96,"13_3"
"294","Gangplank","Fighter","MID","B",46.91,"0",0.4987,0.176,0.0208,0.1315,2.17,"13_3"
"295","Garen","Fighter","TOP","S",56.79,"0",0.4946,0.8766,0.0527,0.0166,2.03,"13_3"
"296","Gnar","Fighter","TOP","B",46.32,"0",0.4848,0.9669,0.0327,0.0044,1.85,"13_3"
"297","Gragas","Fighter","JUNGLE","A",49.13,"0",0.5101,0.4964,0.0323,0.0124,2.95,"13_3"
"298","Gragas","Fighter","TOP","B",45.9,"0",0.4871,0.3623,0.0248,0.0124,2.16,"13_3"
"299","Graves","Marksman","JUNGLE","B",46.78,"0",0.4718,0.8828,0.0508,0.0204,2.52,"13_3"
"300","Gwen","Fighter","TOP","B",47.75,"0",0.5028,0.8966,0.0279,0.008,1.77,"13_3"
"301","Hecarim","Fighter","JUNGLE","B",46.8,"0",0.4809,0.9897,0.0443,0.0482,2.59,"13_3"
"302","Heimerdinger","Mage","MID","B",47.56,"0",0.5171,0.1619,0.0063,0.0499,2.04,"13_3"
"303","Heimerdinger","Mage","SUPPORT","B",45.55,"0",0.5163,0.6325,0.024,0.0499,2.05,"13_3"
"304","Heimerdinger","Mage","TOP","C",37.75,"0",0.4959,0.126,0.0051,0.0491,1.68,"13_3"
"305","Illaoi","Fighter","TOP","S",57.81,"0",0.5017,0.9433,0.056,0.091,1.42,"13_3"
"306","Irelia","Fighter","TOP","S",59.35,"0",0.4966,0.5181,0.0552,0.1638,1.65,"13_3"
"307","Irelia","Fighter","MID","A",49.57,"0",0.4997,0.467,0.0513,0.1638,1.85,"13_3"
"308","Ivern","Support","JUNGLE","D",33.78,"0",0.4759,0.8089,0.0116,0.0041,3.22,"13_3"
"309","Ivern","Support","SUPPORT","D",23.89,"0",0.4351,0.1088,0.0015,0.0035,2.31,"13_3"
"310","Janna","Support","SUPPORT","A",52.73,"0",0.5095,0.9701,0.035,0.0096,3.12,"13_3"
"311","Jarvan IV","Tank","JUNGLE","God",80.27,"0",0.533,0.8806,0.0835,0.0188,3.42,"13_3"
"312","Jax","Fighter","TOP","God",93.48,"0",0.5162,0.8863,0.1105,0.2509,1.73,"13_3"
"313","Jayce","Fighter","TOP","S",59.82,"0",0.4955,0.7319,0.0624,0.0303,1.83,"13_3"
"314","Jayce","Fighter","MID","A",50.75,"0",0.5209,0.248,0.0225,0.0303,2.24,"13_3"
"315","Jhin","Marksman","ADC","God",80.69,"0",0.5165,0.9373,0.1745,0.0376,3.02,"13_3"
"316","Jinx","Marksman","ADC","B",47.04,"0",0.5017,0.9711,0.0743,0.0062,2.29,"13_3"
"317","K'Sante","Fighter","TOP","B",45.23,"0",0.4544,0.9198,0.0432,0.0829,1.82,"13_3"
"318","Kai'Sa","Marksman","ADC","God",74.47,"0",0.5042,0.9561,0.1784,0.0315,2.47,"13_3"
"319","Kalista","Marksman","ADC","D",29.07,"0",0.4785,0.8441,0.0236,0.006,2.22,"13_3"
"320","Karma","Mage","SUPPORT","S",62.54,"0",0.4844,0.8967,0.0835,0.0294,2.73,"13_3"
"321","Karthus","Mage","MID","B",45.27,"0",0.4971,0.1251,0.0035,0.0142,2.34,"13_3"
"322","Karthus","Mage","ADC","C",37.93,"0",0.5296,0.2435,0.0079,0.0142,2.28,"13_3"
"323","Karthus","Mage","JUNGLE","C",36.31,"0",0.4961,0.5417,0.016,0.0142,2.53,"13_3"
"324","Kassadin","Assassin","MID","A",50.55,"0",0.489,0.9668,0.0427,0.2296,2.58,"13_3"
"325","Katarina","Assassin","MID","A",52.3,"0",0.4966,0.949,0.065,0.0803,2.38,"13_3"
"326","Kayle","Fighter","TOP","A",52.22,"0",0.5147,0.8469,0.0323,0.0077,1.85,"13_3"
"327","Kayle","Fighter","MID","B",45.99,"0",0.5039,0.1212,0.0044,0.0077,2.23,"13_3"
"328","Kayn","Fighter","JUNGLE","God",70.18,"0",0.499,0.9709,0.0869,0.0621,2.4,"13_3"
"329","Kennen","Mage","MID","A",50.3,"0",0.5286,0.1464,0.0021,0.0034,2.35,"13_3"
"330","Kennen","Mage","TOP","C",40.43,"0",0.4894,0.7968,0.0121,0.0038,1.94,"13_3"
"331","Kha'Zix","Assassin","JUNGLE","A",48.68,"0",0.4979,0.9652,0.0429,0.0165,2.5,"13_3"
"332","Kindred","Marksman","JUNGLE","B",44.26,"0",0.4832,0.9544,0.0429,0.0463,2.16,"13_3"
"333","Kled","Fighter","TOP","A",54.78,"0",0.5273,0.9009,0.0242,0.0127,2.36,"13_3"
"334","Kog'Maw","Marksman","ADC","C",35.71,"0",0.5139,0.8655,0.0163,0.0034,2.22,"13_3"
"335","LeBlanc","Assassin","MID","B",45.83,"0",0.4699,0.898,0.0309,0.0379,2.81,"13_3"
"336","Lee Sin","Fighter","JUNGLE","God",88.46,"0",0.4914,0.8755,0.1266,0.0492,2.72,"13_3"
"337","Leona","Tank","SUPPORT","A",50.03,"0",0.4962,0.9878,0.0449,0.0372,2.33,"13_3"
"338","Lillia","Fighter","JUNGLE","B",47.89,"0",0.5154,0.8696,0.028,0.0138,2.87,"13_3"
"339","Lillia","Fighter","TOP","C",41.14,"0",0.5062,0.1013,0.0036,0.0143,2.02,"13_3"
"340","Lissandra","Mage","MID","B",48.04,"0",0.4938,0.9159,0.0295,0.0087,2.48,"13_3"
"341","Lucian","Marksman","ADC","B",47.29,"0",0.4912,0.9221,0.0851,0.0287,2.26,"13_3"
"342","Lulu","Support","SUPPORT","God",70.18,"0",0.4939,0.9776,0.091,0.0876,3,"13_3"
"343","Lux","Mage","SUPPORT","God",90.45,"0",0.5042,0.747,0.141,0.1154,2.49,"13_3"
"344","Lux","Mage","MID","S",56.84,"0",0.5199,0.2269,0.0442,0.1154,3.02,"13_3"
"345","Malphite","Tank","TOP","S",56.14,"0",0.5099,0.7073,0.0365,0.0251,2.39,"13_3"
"346","Malphite","Tank","MID","B",47.62,"0",0.5055,0.1188,0.0064,0.0263,2.5,"13_3"
"347","Malphite","Tank","SUPPORT","D",31.33,"0",0.4725,0.1383,0.0079,0.0263,1.96,"13_3"
"348","Malzahar","Mage","MID","B",48.29,"0",0.4989,0.8983,0.0313,0.0335,2.28,"13_3"
"349","Maokai","Tank","JUNGLE","God",96.36,"0",0.5296,0.7475,0.0865,0.3035,2.92,"13_3"
"350","Maokai","Tank","SUPPORT","A",50.91,"0",0.5246,0.2224,0.0242,0.3035,2.2,"13_3"
"351","Master Yi","Assassin","JUNGLE","S",61.6,"0",0.4906,0.9146,0.0664,0.1543,2.03,"13_3"
"352","Miss Fortune","Marksman","ADC","A",50.4,"0",0.5019,0.8508,0.0881,0.0203,2.23,"13_3"
"353","Miss Fortune","Marksman","SUPPORT","D",28.08,"0",0.4489,0.1291,0.0108,0.0203,2.01,"13_3"
"354","Mordekaiser","Fighter","TOP","God",68.62,"0",0.5179,0.7351,0.0639,0.1307,1.92,"13_3"
"355","Mordekaiser","Fighter","JUNGLE","C",39.68,"0",0.5045,0.2029,0.019,0.1307,2.31,"13_3"
"356","Morgana","Mage","SUPPORT","God",70.52,"0",0.5058,0.911,0.0711,0.264,2.48,"13_3"
"357","Nami","Support","SUPPORT","God",69.9,"0",0.5022,0.9959,0.0899,0.0298,3.14,"13_3"
"358","Nasus","Fighter","TOP","S",57.88,"0",0.5108,0.787,0.0465,0.0417,1.95,"13_3"
"359","Nasus","Fighter","MID","B",48.46,"0",0.516,0.1373,0.0046,0.0417,2.34,"13_3"
"360","Nautilus","Tank","SUPPORT","God",71.31,"0",0.5096,0.9482,0.0952,0.0906,2.35,"13_3"
"361","Neeko","Mage","MID","A",49.71,"0",0.5178,0.5143,0.0119,0.0047,2.39,"13_3"
"362","Neeko","Mage","TOP","C",40.65,"0",0.5071,0.12,0.002,0.0051,2,"13_3"
"363","Neeko","Mage","SUPPORT","D",34.63,"0",0.4926,0.2963,0.0063,0.0051,1.97,"13_3"
"364","Nidalee","Assassin","JUNGLE","B",44.32,"0",0.4765,0.8905,0.0393,0.0169,2.82,"13_3"
"365","Nilah","Marksman","ADC","C",42.12,"0",0.5324,0.958,0.0247,0.0404,2.19,"13_3"
"366","Nocturne","Assassin","JUNGLE","A",50,"0",0.5202,0.9153,0.0337,0.0199,2.58,"13_3"
"367","Nunu","Tank","JUNGLE","A",52.48,"0",0.5002,0.9177,0.0472,0.017,2.73,"13_3"
"368","Olaf","Fighter","TOP","S",55.26,"0",0.5253,0.8586,0.0338,0.0301,1.87,"13_3"
"369","Olaf","Fighter","JUNGLE","D",27.31,"0",0.4865,0.1227,0.0046,0.0287,2.23,"13_3"
"370","Orianna","Mage","MID","B",48.2,"0",0.493,0.9066,0.0211,0.0016,2.75,"13_3"
"371","Ornn","Tank","TOP","S",57.36,"0",0.5158,0.9313,0.036,0.0052,2.47,"13_3"
"372","Pantheon","Fighter","MID","A",51.27,"0",0.521,0.3043,0.0224,0.0196,2.37,"13_3"
"373","Pantheon","Fighter","TOP","A",49.21,"0",0.5073,0.3503,0.0241,0.0196,2.08,"13_3"
"374","Pantheon","Fighter","SUPPORT","C",41.54,"0",0.5071,0.2496,0.0189,0.0196,1.98,"13_3"
"375","Poppy","Tank","TOP","C",41.48,"0",0.4891,0.4651,0.014,0.0063,2.01,"13_3"
"376","Poppy","Tank","JUNGLE","D",35.15,"0",0.4979,0.4033,0.012,0.0063,2.59,"13_3"
"377","Pyke","Support","SUPPORT","S",63.22,"0",0.4952,0.9527,0.0787,0.1281,2.19,"13_3"
"378","Qiyana","Assassin","MID","B",43.98,"0",0.4826,0.8096,0.0243,0.0076,2.09,"13_3"
"379","Qiyana","Assassin","JUNGLE","D",10.55,"0",0.4171,0.1217,0.0029,0.0076,2.1,"13_3"
"380","Quinn","Marksman","MID","B",45.43,"0",0.5021,0.1013,0.0016,0.006,2.23,"13_3"
"381","Quinn","Marksman","TOP","B",44.07,"0",0.5075,0.7879,0.0135,0.006,1.87,"13_3"
"382","Rakan","Support","SUPPORT","S",66.82,"0",0.5319,0.9776,0.0677,0.0061,2.99,"13_3"
"383","Rammus","Tank","JUNGLE","A",51.61,"0",0.5204,0.8871,0.0281,0.0666,3.18,"13_3"
"384","Rek'Sai","Fighter","JUNGLE","D",31.75,"0",0.4829,0.9535,0.0146,0.0062,2.37,"13_3"
"385","Rell","Tank","SUPPORT","A",48.76,"0",0.5332,0.9828,0.0186,0.0041,2.49,"13_3"
"386","Renata Glasc","Support","SUPPORT","B",46.85,"0",0.5031,0.9881,0.0273,0.0121,2.68,"13_3"
"387","Renekton","Fighter","TOP","A",52.05,"0",0.4872,0.8617,0.0471,0.0251,1.79,"13_3"
"388","Renekton","Fighter","MID","B",44.25,"0",0.4958,0.1245,0.007,0.0251,2.06,"13_3"
"389","Rengar","Assassin","JUNGLE","C",42.92,"0",0.4774,0.7458,0.0405,0.0709,2.24,"13_3"
"390","Rengar","Assassin","TOP","C",41.72,"0",0.4906,0.2213,0.0136,0.0709,1.95,"13_3"
"391","Riven","Fighter","TOP","A",50.31,"0",0.4919,0.9115,0.0392,0.0123,1.87,"13_3"
"392","Rumble","Fighter","MID","A",50.18,"0",0.5156,0.419,0.0107,0.0048,2.61,"13_3"
"393","Rumble","Fighter","TOP","C",39.98,"0",0.4841,0.4574,0.0108,0.0048,2.13,"13_3"
"394","Ryze","Mage","MID","B",46.08,"0",0.4818,0.846,0.0335,0.0111,2.37,"13_3"
"395","Ryze","Mage","TOP","C",41.75,"0",0.5055,0.1325,0.0051,0.0111,2.05,"13_3"
"396","Samira","Marksman","ADC","God",72.44,"0",0.5216,0.9808,0.1125,0.3007,2.34,"13_3"
"397","Sejuani","Tank","JUNGLE","S",58.3,"0",0.5087,0.857,0.0497,0.0129,3.23,"13_3"
"398","Sejuani","Tank","TOP","B",44.36,"0",0.5053,0.1083,0.0065,0.0129,2.42,"13_3"
"399","Senna","Marksman","SUPPORT","A",49.24,"0",0.4882,0.9218,0.0459,0.012,2.49,"13_3"
"400","Seraphine","Mage","SUPPORT","A",48.66,"0",0.4901,0.7056,0.0432,0.0123,2.48,"13_3"
"401","Seraphine","Mage","ADC","C",42.63,"0",0.5285,0.2045,0.0095,0.0123,2.93,"13_3"
"402","Sett","Fighter","TOP","S",65.79,"0",0.5042,0.8412,0.0742,0.0433,1.74,"13_3"
"403","Shaco","Assassin","JUNGLE","S",58.83,"0",0.4882,0.7914,0.0569,0.1487,2.7,"13_3"
"404","Shaco","Assassin","SUPPORT","C",38.85,"0",0.496,0.1419,0.01,0.1487,2.34,"13_3"
"405","Shen","Tank","TOP","S",64.06,"0",0.5214,0.8734,0.0423,0.0095,3.02,"13_3"
"406","Shyvana","Fighter","TOP","C",40.6,"0",0.5055,0.1283,0.0022,0.0033,2.04,"13_3"
"407","Shyvana","Fighter","JUNGLE","D",34.08,"0",0.4928,0.8023,0.0137,0.0028,2.47,"13_3"
"408","Singed","Tank","MID","A",54.72,"0",0.5408,0.1522,0.0037,0.005,2.88,"13_3"
"409","Singed","Tank","TOP","A",49.23,"0",0.5201,0.728,0.0179,0.0057,2.04,"13_3"
"410","Sion","Tank","TOP","S",59.46,"0",0.5164,0.8473,0.0519,0.0118,1.82,"13_3"
"411","Sivir","Marksman","ADC","B",46.19,"0",0.5071,0.9815,0.0595,0.0083,2.48,"13_3"
"412","Skarner","Fighter","TOP","C",37.61,"0",0.4864,0.2027,0.0018,0.0014,2.2,"13_3"
"413","Skarner","Fighter","JUNGLE","C",37.5,"0",0.5163,0.7585,0.007,0.0014,2.69,"13_3"
"414","Sona","Support","SUPPORT","S",56.26,"0",0.526,0.975,0.0381,0.0031,3.02,"13_3"
"415","Soraka","Support","SUPPORT","S",56.08,"0",0.5093,0.9615,0.0505,0.0195,2.75,"13_3"
"416","Swain","Mage","MID","A",53.46,"0",0.5272,0.31,0.0167,0.035,2.77,"13_3"
"417","Swain","Mage","SUPPORT","A",50.64,"0",0.5131,0.5486,0.0358,0.035,2.42,"13_3"
"418","Sylas","Mage","JUNGLE","God",73.99,"0",0.4944,0.5089,0.0814,0.1985,2.47,"13_3"
"419","Sylas","Mage","MID","A",53.77,"0",0.5004,0.4225,0.0686,0.1985,2.2,"13_3"
"420","Syndra","Mage","MID","A",49.73,"0",0.4932,0.9219,0.053,0.0267,2.29,"13_3"
"421","Tahm Kench","Support","TOP","B",46.88,"0",0.4989,0.693,0.0171,0.007,2.41,"13_3"
"422","Tahm Kench","Support","SUPPORT","D",33.79,"0",0.4829,0.2281,0.0052,0.0076,2.25,"13_3"
"423","Taliyah","Mage","MID","B",48.45,"0",0.5103,0.5026,0.0124,0.0052,2.37,"13_3"
"424","Taliyah","Mage","JUNGLE","D",30.66,"0",0.4859,0.3706,0.0089,0.0052,2.51,"13_3"
"425","Talon","Assassin","MID","B",47.11,"0",0.4943,0.7229,0.0308,0.0109,2.21,"13_3"
"426","Talon","Assassin","JUNGLE","D",25.59,"0",0.4646,0.2374,0.0101,0.0109,2.34,"13_3"
"427","Taric","Support","SUPPORT","B",43.87,"0",0.5068,0.8748,0.0154,0.0032,2.73,"13_3"
"428","Teemo","Marksman","TOP","A",51.18,"0",0.4951,0.7441,0.039,0.0608,1.72,"13_3"
"429","Thresh","Support","SUPPORT","S",65.46,"0",0.4908,0.9804,0.0925,0.0213,2.56,"13_3"
"430","Tristana","Marksman","ADC","A",51.9,"0",0.5122,0.7196,0.0793,0.0424,2.35,"13_3"
"431","Tristana","Marksman","MID","A",50.7,"0",0.5218,0.2342,0.0236,0.0424,2.17,"13_3"
"432","Trundle","Fighter","JUNGLE","C",35.64,"0",0.4931,0.727,0.0151,0.0082,2.61,"13_3"
"433","Trundle","Fighter","TOP","D",33.09,"0",0.4765,0.2122,0.0044,0.0084,1.6,"13_3"
"434","Tryndamere","Fighter","MID","A",48.59,"0",0.5212,0.147,0.0043,0.0239,2.18,"13_3"
"435","Tryndamere","Fighter","TOP","B",46.61,"0",0.5016,0.7749,0.0243,0.0239,1.8,"13_3"
"436","Twisted Fate","Mage","MID","B",45.39,"0",0.4851,0.8988,0.021,0.0016,2.4,"13_3"
"437","Twitch","Marksman","ADC","B",48.55,"0",0.5171,0.5165,0.0532,0.1361,2.43,"13_3"
"438","Twitch","Marksman","SUPPORT","B",45.83,"0",0.4913,0.3708,0.0347,0.1361,2.09,"13_3"
"439","Udyr","Fighter","JUNGLE","S",63.7,"0",0.5212,0.8432,0.0535,0.1655,2.63,"13_3"
"440","Udyr","Fighter","TOP","C",43.56,"0",0.5086,0.1356,0.0092,0.1655,1.89,"13_3"
"441","Urgot","Fighter","TOP","B",48.32,"0",0.4998,0.927,0.0285,0.0114,1.92,"13_3"
"442","Varus","Marksman","ADC","S",55.03,"0",0.4961,0.8936,0.1075,0.0339,2.39,"13_3"
"443","Vayne","Marksman","TOP","C",39.22,"0",0.4965,0.1825,0.0102,0.041,1.59,"13_3"
"444","Vayne","Marksman","ADC","C",36.41,"0",0.4886,0.7892,0.0479,0.041,2.04,"13_3"
"445","Veigar","Mage","MID","B",45.25,"0",0.4814,0.7386,0.0328,0.019,2.2,"13_3"
"446","Veigar","Mage","SUPPORT","D",28.76,"0",0.4641,0.1158,0.0056,0.0229,1.91,"13_3"
"447","Veigar","Mage","ADC","D",28.56,"0",0.4936,0.1262,0.0052,0.0209,2.25,"13_3"
"448","Vel'Koz","Mage","MID","B",47.18,"0",0.4984,0.3026,0.0086,0.0051,2.61,"13_3"
"449","Vel'Koz","Mage","SUPPORT","B",46.83,"0",0.5265,0.6632,0.0197,0.0048,2.28,"13_3"
"450","Vex","Mage","MID","A",50.53,"0",0.5056,0.92,0.036,0.0437,2.42,"13_3"
"451","Vi","Fighter","JUNGLE","S",64.92,"0",0.5147,0.9569,0.0696,0.0255,2.52,"13_3"
"452","Viego","Assassin","JUNGLE","A",51.85,"0",0.4841,0.9172,0.0579,0.0206,2.37,"13_3"
"453","Viktor","Mage","MID","A",51.61,"0",0.5053,0.9508,0.0514,0.0244,2.32,"13_3"
"454","Vladimir","Mage","MID","A",48.97,"0",0.4988,0.7345,0.0314,0.0399,2.43,"13_3"
"455","Vladimir","Mage","TOP","C",40.1,"0",0.486,0.2457,0.01,0.0399,2.11,"13_3"
"456","Volibear","Fighter","TOP","C",39.57,"0",0.4803,0.5224,0.0175,0.0101,1.77,"13_3"
"457","Volibear","Fighter","JUNGLE","C",38.95,"0",0.5053,0.4332,0.0169,0.0101,2.57,"13_3"
"458","Warwick","Fighter","JUNGLE","A",49.11,"0",0.4998,0.6153,0.0437,0.0655,2.12,"13_3"
"459","Warwick","Fighter","TOP","B",45.53,"0",0.5046,0.3567,0.0192,0.0655,1.77,"13_3"
"460","Wukong","Fighter","JUNGLE","S",60.27,"0",0.5174,0.8065,0.0549,0.0273,2.76,"13_3"
"461","Wukong","Fighter","TOP","B",43.94,"0",0.5038,0.1622,0.0115,0.0273,2.07,"13_3"
"462","Xayah","Marksman","ADC","S",66.4,"0",0.5245,0.9871,0.1227,0.0351,2.52,"13_3"
"463","Xerath","Mage","SUPPORT","A",49.66,"0",0.5038,0.7255,0.0364,0.0288,2.57,"13_3"
"464","Xerath","Mage","MID","B",47.92,"0",0.4841,0.2442,0.0116,0.0288,3.24,"13_3"
"465","Xin Zhao","Fighter","JUNGLE","C",38.01,"0",0.5016,0.8654,0.0211,0.0026,2.25,"13_3"
"466","Yasuo","Fighter","MID","A",52.95,"0",0.4836,0.6813,0.1006,0.1738,1.72,"13_3"
"467","Yasuo","Fighter","TOP","C",43.49,"0",0.4775,0.1997,0.0284,0.1738,1.47,"13_3"
"468","Yasuo","Fighter","ADC","D",31.42,"0",0.5016,0.1036,0.0146,0.1738,1.97,"13_3"
"469","Yone","Assassin","MID","A",51.7,"0",0.4985,0.6019,0.0725,0.0929,1.94,"13_3"
"470","Yone","Assassin","TOP","A",51.18,"0",0.4899,0.3672,0.0425,0.0929,1.64,"13_3"
"471","Yorick","Fighter","TOP","A",52,"0",0.5149,0.9138,0.035,0.0345,1.57,"13_3"
"472","Yuumi","Support","SUPPORT","B",43.74,"0",0.4282,0.9811,0.0436,0.0772,3.64,"13_3"
"473","Zac","Tank","JUNGLE","S",60.53,"0",0.5051,0.7158,0.0466,0.151,3.36,"13_3"
"474","Zac","Tank","TOP","B",47.35,"0",0.5071,0.1401,0.009,0.151,2.61,"13_3"
"475","Zed","Assassin","MID","S",58.1,"0",0.4945,0.7557,0.0883,0.3282,2.29,"13_3"
"476","Zed","Assassin","JUNGLE","D",35.04,"0",0.4649,0.188,0.0207,0.3282,2.32,"13_3"
"477","Zeri","Marksman","ADC","A",51.14,"0",0.5056,0.9578,0.0786,0.0294,2.52,"13_3"
"478","Ziggs","Mage","MID","B",46.79,"0",0.4966,0.5233,0.0143,0.0026,2.45,"13_3"
"479","Ziggs","Mage","ADC","C",37.38,"0",0.5176,0.353,0.0089,0.0026,2.58,"13_3"
"480","Ziggs","Mage","SUPPORT","D",33.92,"0",0.4927,0.1168,0.0033,0.0028,2.03,"13_3"
"481","Zilean","Support","MID","A",51.2,"0",0.5039,0.1258,0.0033,0.0105,3.47,"13_3"
"482","Zilean","Support","SUPPORT","B",47.29,"0",0.5049,0.8161,0.022,0.0106,3.05,"13_3"
"483","Zoe","Mage","MID","A",50.38,"0",0.502,0.872,0.0317,0.0168,2.65,"13_3"
"484","Zoe","Mage","SUPPORT","D",30.46,"0",0.471,0.1102,0.0038,0.0162,2.12,"13_3"
